key,source,name,address,city,country,zipcode
120750,expedia,"Hotel Carlton, a Joie de Vivre Boutique Hotel",1075 Sutter St,San Francisco,US,94109
123355,expedia,Hotel Mark Twain,345 Taylor St,San Francisco,US,94102
123414,expedia,Inn At Union Square,440 Post St,San Francisco,US,94102
121756,expedia,The Huntington Hotel,1075 California St,San Francisco,US,94108
124533,expedia,"The Ritz-Carlton, San Francisco",600 Stockton St,San Francisco,US,94108
122491,expedia,Warwick San Francisco Hotel,490 Geary St,San Francisco,US,94102
122674,expedia,Cartwright Hotel Union Square,524 Sutter Street,San Francisco,US,94102
125381,expedia,"Harbor Court Hotel, a Kimpton Hotel",165 Steuart St,San Francisco,US,94105
123452,expedia,Inn at the Opera,333 Fulton St,San Francisco,US,94102
123242,expedia,Rodeway Inn Civic Center,860 Eddy St,San Francisco,US,94109
123893,expedia,The Pickwick Hotel,85 5th St,San Francisco,US,94103
122346,expedia,Travelodge by Fishermans Wharf,1201 Columbus Ave,San Francisco,US,94133
124092,expedia,"Hotel Adagio, Autograph Collection",550 Geary St,San Francisco,US,94102
124489,expedia,Hyatt Fisherman's Wharf,555 N Point St,San Francisco,US,94133
124524,expedia,"Hotel Whitcomb, A Historic Hotel of America",1231 Market St,San Francisco,US,94103
123447,expedia,Parc 55 Wyndham San Francisco - Union Square,55 Cyril Magnin St,San Francisco,US,94102
127347,expedia,Rodeway Inn Downtown,101 9th St,San Francisco,US,94103
127472,expedia,Alexis Park Hotel,825 Polk Street,San Francisco,US,94109
129640,expedia,Hotel Kabuki - a Joie de Vivre Boutique Hotel,1625 Post St,San Francisco,US,94115
129842,expedia,The Andrews Hotel,624 Post St,San Francisco,US,94109
127103,expedia,JW Marriott San Francisco Union Square,500 Post St,San Francisco,US,94102
129366,expedia,Villa Florence,225 Powell St,San Francisco,US,94102
129367,expedia,Executive Hotel Vintage Court,650 Bush Street,San Francisco,US,94108
129533,expedia,Days Inn San Francisco Lombard,2358 Lombard St,San Francisco,US,94123
128436,expedia,Good Hotel,112 7th Street,San Francisco,US,94103
128740,expedia,Vagabond Inn San Francisco,385 9th St,San Francisco,US,94103
128747,expedia,Days Inn San Francisco Downtown/Civic Center Area,465 Grove Street,San Francisco,US,94102
129368,expedia,"Galleria Park Hotel, a Joie de Vivre Boutique Hotel",191 Sutter St,San Francisco,US,94104
128961,expedia,STANYAN PARK,750 STANYAN STREET,San Francisco,US,94117
129783,expedia,Union Square Plaza Hotel,432 Geary St,San Francisco,US,94102
133199,expedia,Renoir Hotel,45 McAllister St,San Francisco,US,94102
134326,expedia,Mystic Hotel,417 Stockton St,San Francisco,US,94108
134529,expedia,Mission Inn,5630 Mission St,San Francisco,US,94112
134891,expedia,"La Luna Inn, a C-Two Hotel",2599 Lombard St,San Francisco,US,94123
135055,expedia,The Hotel Drisco,2901 Pacific Avenue,San Francisco,US,94115
140760,expedia,"Phoenix Hotel, a Joie de Vivre Boutique Hotel",601 Eddy St,San Francisco,US,94109
140761,expedia,NOB HILL LAMBOURNE,725 PINE STREET,San Francisco,US,94108
141179,expedia,Palace Hotel - Luxury Collection,2 New Montgomery St,San Francisco,US,94105
140764,expedia,Americas Best Value Inn Ext Stay San Francisco/Civic Ctr,246 McAllister Street,San Francisco,US,94102
140312,expedia,CATHEDRAL HILL HOTEL,1101 VAN NESS AVENUE,San Francisco,US,94109
140946,expedia,"Hotel Del Sol, a Joie de Vivre Boutique Hotel",3100 Webster St,San Francisco,US,94123
140759,expedia,"Hotel Rex, a Joie de Vivre Boutique Hotel",562 Sutter St,San Francisco,US,94102
140765,expedia,Hotel Bijou,111 Mason St,San Francisco,US,94102
148828,expedia,San Francisco Marriott Union Square,480 Sutter Street,San Francisco,US,94108
145235,expedia,"Hotel Tomo, a Joie de Vivre Hotel",1800 Sutter St,San Francisco,US,94115
145299,expedia,W Hotel San Francisco,181 3rd St,San Francisco,US,94103
164130,expedia,Wyndham Canterbury at San Francisco,750 Sutter Street,San Francisco,US,94109
164133,expedia,Chancellor Hotel on Union Square,433 Powell St,San Francisco,US,94102
164145,expedia,Hotel Metropolis,25 Mason Street,San Francisco,US,94102
164149,expedia,"Hotel Palomar San Francisco, a Kimpton Hotel",12 4th St,San Francisco,US,94103
164126,expedia,Best Western Plus Americania,121 7th St,San Francisco,US,94103
164155,expedia,"Hotel Stratford, a C-Two Hotel",242 Powell St,San Francisco,US,94102
164131,expedia,Carriage Inn,140 7th St,San Francisco,US,94103
169941,expedia,Hilton San Francisco Fisherman's Wharf,2620 Jones St,San Francisco,US,94133
170439,expedia,"Laurel Inn, a Joie de Vivre Boutique Hotel",444 Presidio Ave,San Francisco,US,94115
163750,expedia,Best Western Plus Tuscan Inn at Fisherman's Wharf,425 North Point,San Francisco,US,94133
164139,expedia,Embassy Hotel,610 Polk St,San Francisco,US,94102
164153,expedia,"Serrano Hotel, a Kimpton Hotel",405 Taylor St,San Francisco,US,94102
172596,expedia,SW HOTEL,615 BROADWAY STREET,San Francisco,US,94133
170879,expedia,Hotel des Arts,447 Bush St,San Francisco,US,94108
181867,expedia,Super 8 Union Square San Francisco,415 O Farrell Street,San Francisco,US,94102
185308,expedia,Nob Hill Hotel,835 Hyde St,San Francisco,US,94109
193678,expedia,GREAT HIGHWAY INN,1234 Great Highway,San Francisco,US,94122
190477,expedia,Baldwin Hotel,321 Grant Ave,San Francisco,US,94108
190479,expedia,MARINES MEMORIAL CLUB AND HOTEL,609 SUTTER STREET,San Francisco,US,94102
195439,expedia,Marriott Courtyard San Francisco Downtown,299 2nd St,San Francisco,US,94105
191678,expedia,Holiday Inn Express and Suites Fisherman's Wharf,550 N Point St,San Francisco,US,94133
194583,expedia,Omni San Francisco Hotel,500 California St,San Francisco,US,94104
196360,expedia,"Adante Hotel, a C-Two Hotel",610 Geary St,San Francisco,US,94102
192358,expedia,Orchard Hotel,665 Bush St,San Francisco,US,94108
195926,expedia,Hotel Zetta San Francisco,55 5th St,San Francisco,US,94103
197460,expedia,The Opal - San Francisco,1050 Van Ness Ave,San Francisco,US,94109
195370,expedia,Four Seasons Hotel San Francisco,757 Market St,San Francisco,US,94103
198503,expedia,Grant Plaza Hotel,465 Grant Ave,San Francisco,US,94108
202424,expedia,"Hotel Fusion, a C-Two Hotel",140 Ellis St,San Francisco,US,94102
198893,expedia,The Donatello Hotel,501 Post St,San Francisco,US,94102
198895,expedia,NOB HILL INN,1000 PINE STREET,San Francisco,US,94109 5032
203959,expedia,Wharf Inn,2601 Mason St,San Francisco,US,94133
207327,expedia,OAKWOOD AT ONE PINE,ONE PINE STREET,San Francisco,US,94111
200708,expedia,Edwardian Hotel,1668 Market St,San Francisco,US,94102
203190,expedia,Castle Inn,1565 Broadway,San Francisco,US,94109
205679,expedia,Country Hearth Inn San Francisco Hotel,2707 Lombard St,San Francisco,US,94123
203982,expedia,EDWARD II INN AND SUITES,3155 Scott Street,San Francisco,US,94123
203323,expedia,SUITES AT FISHERMANS WHARF,2655 HYDE STREET,San Francisco,US,94109
203806,expedia,Super 8 San Francisco Fisherman's Wharf,2440 Lombard St,San Francisco,US,94123
208881,expedia,Civic Center Motor Inn,364 9th St,San Francisco,US,94103
206461,expedia,Travelodge Central San Francisco,1707 Market St,San Francisco,US,94103
207080,expedia,Grant Hotel,753 Bush St,San Francisco,US,94108
205089,expedia,Francisco Bay Inn,1501 Lombard St,San Francisco,US,94123
205090,expedia,Nob Hill Motor Inn,1630 Pacific Ave,San Francisco,US,94109
208041,expedia,"Petite Auberge, a Joie de Vivre Boutique Hotel",863 Bush St,San Francisco,US,94108
208255,expedia,Americas Best Value Inn & Suites-San Francisco/Golden Gate,2322 Lombard St,San Francisco,US,94123
210688,expedia,Club Quarters in San Francisco,424 Clay St,San Francisco,US,94111
215276,expedia,Oasis Inn,900 Franklin St,San Francisco,US,94109
208040,expedia,"White Swan Inn, a Joie de Vivre Boutique Hotel",845 Bush St,San Francisco,US,94108
216587,expedia,Inn on Broadway,2201 Van Ness Avenue,San Francisco,US,94109
211396,expedia,Jackson Court,2198 Jackson St,San Francisco,US,94115
211817,expedia,"Argonaut Hotel, a Kimpton Hotel",495 Jefferson St,San Francisco,US,94109
221298,expedia,AIDA PLAZA,1087 MARKET STREET,San Francisco,US,94103
223962,expedia,Knights Inn San Francisco/On Lombard Street,2505 Lombard St,San Francisco,US,94123
218270,expedia,HALCYON HOTEL,649 JONES STREET,San Francisco,US,94102
224797,expedia,Hotel Vitale-a Joie de Vivre Hotel,8 Mission St,San Francisco,US,94105
218696,expedia,Mithila Hotel,972 Sutter St,San Francisco,US,94109
224471,expedia,Travelodge Golden Gate,2230 Lombard St,San Francisco,US,94123
220411,expedia,Americas Best Value Inn Extended Stay Union Square,505 O Farrell St,San Francisco,US,94102
222829,expedia,UNIVERSITY CLUB,800 POWELL STREET,San Francisco,US,94108
227996,expedia,Beach Motel,4211 Judah Street,San Francisco,US,94122
221752,expedia,Buena Vista Motor Inn,1599 Lombard St,San Francisco,US,94123
230158,expedia,Cornell Hotel de France,715 Bush St,San Francisco,US,94108
230701,expedia,Coventry Motor Inn,1901 Lombard Street,San Francisco,US,94123
230744,expedia,Lombard Motor Inn,1475 Lombard Street,San Francisco,US,94123
226799,expedia,Steinhart Hotel and Apartments,952 Sutter Street,San Francisco,US,94109
230700,expedia,Chelsea Motor Inn,2095 Lombard Street,San Francisco,US,94123
235570,expedia,The St. Regis San Francisco,125 3rd St,San Francisco,US,94103
231233,expedia,The Touchstone Hotel,480 Geary St,San Francisco,US,94102
232084,expedia,San Remo Hotel,2237 Mason Street,San Francisco,US,94133
234414,expedia,Bay Bridge Inn,966 Harrison St,San Francisco,US,94107
242044,expedia,SYNERGY ST FRANCIS PLACE,685 FOLSOM STREET,SAN FRANCISCO,US,94107
244729,expedia,COVA Hotel,655 Ellis St,San Francisco,US,94109
248276,expedia,Orchard Garden Hotel,466 Bush St,San Francisco,US,94108
263431,expedia,"Fairmont Heritage Place, Ghirardelli Square",900 N Point Street,San Francisco,US,94109
257208,expedia,Americas Best Value Inn & Suites SoMa,10 Hallam St,San Francisco,US,94103
264782,expedia,InterContinental San Francisco,888 Howard Street,San Francisco,US,94103
262155,expedia,The Club Donatello,501 Post Street No.1 ,San Francisco,US,94102
269358,expedia,ROYAL PACIFIC MOTOR INN,661 BROADWAY STREET,SAN FRANCISCO,US,94133
268828,expedia,NATIONAL AT BAYSIDE VILLAGE APA,Three Bayside Village Place,San Francisco,US,94107
269910,expedia,Sweden House Hotel,570 O'farrell St,San Francisco,US,94102
313341,expedia,CLUB DONATELLO,441 Mason Street,San Francisco,US,94102
314543,expedia,Geary Parkway Motel,4750 Geary Blvd,San Francisco,US,94118
313861,expedia,Motel Capri,2015 Greenwich St,San Francisco,US,94123
343179,expedia,SLEEP OVER SAUCE,135 GOUGH STREET,SAN FRANCISCO,US,94102
352312,expedia,Post Hotel,589 Post St,San Francisco,US,94102
355636,expedia,LOMBARD PLAZA MOTEL,2026 Lombard Street,San Francisco,US,94123
358541,expedia,EXECUSTAY AT NOB HILL CHATEAU,795 Pine Street,San Francisco,US,94108
390220,expedia,Regency Inn,587 Eddy St,San Francisco,US,94109
426212,expedia,Knights Inn San Francisco / Near the Presidio,1 Richardson Ave,San Francisco,US,94123
111208,expedia,Travelodge Palo Alto Silicon Valley,3255 El Camino Real,Palo Alto,US,94306
126318,expedia,Dinah's Garden Hotel,4261 El Camino Real,Palo Alto,US,94306
128113,expedia,Days Inn Palo Alto-Stanford,4238 El Camino Real,Palo Alto,US,94306
130941,expedia,Quality Inn Stanford/Silicon Valley,3901 El Camino Real,Palo Alto,US,94306
135847,expedia,"Crowne Plaza Cabana, Palo Alto",4290 El Camino Real,Palo Alto,US,94306
142997,expedia,Sheraton Palo Alto Hotel,625 El Camino Real,Palo Alto,US,94301
141600,expedia,Comfort Inn Palo Alto Stanford University,3945 El Camino Real,Palo Alto,US,94306
143933,expedia,Creekside Inn,3400 El Camino Real,Palo Alto,US,94306
161581,expedia,Garden Court Hotel,520 Cowper Street,Palo Alto,US,94301
173182,expedia,The Westin Palo Alto,675 El Camino Real,Palo Alto,US,94301
188080,expedia,Cardinal Hotel,235 Hamilton Avenue,Palo Alto,US,94301
205630,expedia,The Zen Hotel,4164 El Camino Real,Palo Alto,US,94306
207196,expedia,Super 8 Palo Alto / Stanford,3200 El Camino Real,Palo Alto,US,94306
219381,expedia,Americas Best Value Inn - Sky Ranch,4234 El Camino Real,Palo Alto,US,94306
219588,expedia,Oak Motel Palo Alto,4279 El Camino Real,Palo Alto,US,94306
235902,expedia,Four Seasons Hotel Silicon Valley at East Palo Alto,2050 University Ave,Palo Alto,US,94303
270545,expedia,NATIONAL AT OAK CREEK PALO ALTO,1600 Sand Hill Rd,Palo Alto,US,94304
277438,expedia,Palo Alto Lodge,3339 El Camino Real,Palo Alto,US,94306
349814,expedia,Hotel Keen,425 High Street,Palo Alto,US,94301-1621
429638,expedia,The Epiphany Hotel,180 Hamilton,Palo Alto,US,94301
106037,expedia,Hyatt Regency Washington DC,400 New Jersey Ave NW,Washington,US,20001
106309,expedia,J.W. Marriott Washington DC,1331 Pennsylvania Avenue NW,Washington,US,20004
106445,expedia,Washington Marriott,1221 22nd St Nw,Washington,US,20037
106952,expedia,"Helix Hotel, a Kimpton Hotel",1430 Rhode Island Ave Nw,Washington,US,20005
107272,expedia,Grand Hyatt Washington,1000 H Street NW,Washington,US,20001
107184,expedia,Washington Marriott at Metro Center,775 12th Street NW,Washington,US,20005
107287,expedia,Holiday Inn Washington-Central/White House,1501 Rhode Island Ave Nw,Washington,US,20005
107584,expedia,Holiday Inn Washington-Capitol,550 C St SW,Washington,US,20024
107651,expedia,Days Inn Washington DC/Connecticut Avenue,4400 Connecticut Ave Nw,Washington,US,20008
108559,expedia,Holiday Inn Washington-Georgetown,2101 Wisconsin Ave NW,Washington,US,20007
109369,expedia,Omni Shoreham Hotel,2500 Calvert St Nw,Washington,US,20008
109417,expedia,"Hotel Rouge, a Kimpton Hotel",1315 16th St Nw,Washington,US,20036
109631,expedia,The Liaison Capitol Hill - An Affinia Hotel,415 New Jersey Ave Nw,Washington,US,20001
109927,expedia,Windsor Park Hotel,2116 Kalorama Rd NW,Washington,US,20008
110582,expedia,DoubleTree by Hilton Washington D.C.,1515 Rhode Island Ave Nw,Washington,US,20005
112114,expedia,The Melrose Hotel,2430 Pennsylvania Ave Nw,Washington,US,20037
111990,expedia,Loews Madison Hotel,1177 15th Street NW,Washington,US,20005
112940,expedia,The Capital Hilton,1001 16th St NW,Washington,US,20036
113398,expedia,The George Washington University Inn,824 New Hampshire Ave Nw,Washington,US,20037
113432,expedia,Willard InterContinental Washington,1401 Pennsylvania Ave Nw,Washington,US,20004
113618,expedia,One Washington Circle Hotel,1 Washington Circle NW,Washington,US,20037
112939,expedia,Washington Hilton,1919 Connecticut Ave Nw,Washington,US,20009
112959,expedia,Park Hyatt Washington,"1201 24th Street, NW",Washington,US,20037
115466,expedia,Washington Guest Suites,801 New Hampshire Ave NW,Washington,US,20037
115862,expedia,The Hay-Adams,800 16th Street NW,Washington,US,20006
114774,expedia,"Fairfield Inn & Suites Washington, DC/Downtown",500 H Street NW,Washington,US,20001
113395,expedia,Capitol Hill Hotel,200 C St SE,Washington,US,20003
115347,expedia,The Graham Georgetown,1075 Thomas Jefferson St NW,Washington,US,20007
115381,expedia,Beacon Hotel & Corporate Quarters,1615 Rhode Island Ave Nw,Washington,US,20036
117528,expedia,Embassy Suites Washington DC,1250 22nd St NW,Washington,US,20037
116082,expedia,Latham Hotel Georgetown,3000 M St Nw,Washington,US,20007
114648,expedia,"The Mayflower Renaissance Washington, DC Hotel",1127 Connecticut Ave Nw,Washington,US,20036
115062,expedia,Four Seasons Hotel Washington D.C.,2800 Pennsylvania Ave Nw,Washington,US,20007
115125,expedia,L'Enfant Plaza Hotel,480 L'Enfant Plaza SW,Washington,US,20024
117798,expedia,"Courtyard Washington, DC/Dupont Circle by Marriott",1900 Connecticut Ave NW,Washington,US,20009
118662,expedia,Holiday Inn Express Washington DC Northeast,1917 Bladensburg Rd Ne,Washington,US,20002
120147,expedia,"Renaissance Washington, DC Downtown Hotel",999 9th St Nw,Washington,US,20001
121922,expedia,Phoenix Park Hotel,520 N Capitol St NW,Washington,US,20001
124600,expedia,Embassy Suites Chevy Chase Pavilion,4300 Military Rd Nw,Washington,US,20015
125471,expedia,The Churchill Hotel,1914 Connecticut Ave NW,Washington,US,20009
122162,expedia,Washington Court Hotel,525 New Jersey Ave Nw,Washington,US,20001
126091,expedia,The Fairmont Washington D.C.,2401 M Street NW,Washington,US,20037
126891,expedia,Morrison Clark Hotel,1015 L St Nw,Washington,US,20001
125466,expedia,Hotel Lombardy,2019 Pennsylvania Ave Nw,Washington,US,20006
125467,expedia,The Henley Park Hotel,926 Massachusetts Ave NW,Washington,US,20001
126824,expedia,Savoy Suites Hotel,2505 Wisconsin Ave Nw,Washington,US,20007
126820,expedia,W Washington D.C.,"515 15th Street, NW",Washington,US,20004
127209,expedia,Howard Johnson Express Inn Washington DC,600 New York Ave Ne,Washington,US,20002
130038,expedia,"The Westin Georgetown, Washington D.C.",2350 M St Nw,Washington,US,20037
129536,expedia,HARRINGTON HOTEL,436 11TH ST. NW,Washington,US,20004
131023,expedia,Georgetown Inn,1310 Wisconsin Ave Nw,Washington,US,20007
137733,expedia,"Hotel Madera, a Kimpton Hotel",1310 New Hampshire Ave Nw,Washington,US,20036
138084,expedia,Courtyard Washington Embassy Row by Marriott,1600 Rhode Island Ave Nw,Washington,US,20036
135870,expedia,"The Hotel George, a Kimpton Hotel",15 E St NW,Washington,US,20001
141212,expedia,Washington Marriott Wardman Park,2660 Woodley Road NW,Washington,US,20008
138458,expedia,Days Inn Washington DC/Gateway,2700 New York Ave Ne,Washington,US,20002
141181,expedia,"The St. Regis Washington, D.C.",923 16th St Nw,Washington,US,20006
145345,expedia,Westin Washington DC,"1400 M Street, NW",Washington,US,20005
141959,expedia,"Residence Inn by Marriott Washington, DC Downtown",1199 Vermont Ave Nw,Washington,US,20005
142244,expedia,Quality Inn Washington Downtown DC,501 New York Ave Ne,Washington,US,20002
148831,expedia,Crowne Plaza Hamilton,1001 14th St NW,Washington,US,20005
141756,expedia,Comfort Inn & Suites New York Avenue,1600 New York Avenue NE,Washington,US,20002
145327,expedia,"The Fairfax at Embassy Row, Starwood Luxury Collection",2100 Massachusetts Avenue NW,Washington,US,20008
151672,expedia,Courtyard Washington Convention Center,900 F St Nw,Washington,US,20004
161604,expedia,"Renaissance Washington, DC Dupont Circle Hotel",1143 New Hampshire Ave NW,Washington,US,20037
164268,expedia,Club Quarters in Washington DC,839 17th St NW,Washington,US,20006
164272,expedia,The Dupont Circle Hotel,1500 New Hampshire Ave Nw,Washington,US,20036
164281,expedia,The Jefferson,1200 16th St NW,Washington,US,20036
169921,expedia,Hilton Garden Inn Washington DC Downtown,815 14th St NW,Washington,US,20005
169642,expedia,Four Points by Sheraton Washington D.C. Downtown,1201 K St Nw,Washington,US,20005
163193,expedia,Best Western Georgetown Hotel & Suites,1121 New Hampshire Ave Nw,Washington,US,20037
164284,expedia,The Normandy Hotel,2118 Wyoming Ave NW,Washington,US,20008
171503,expedia,"The Ritz-Carlton, Washington, D.C.",1150 22nd St Nw,Washington,US,20037
173762,expedia,Homewood Suites by Hilton Washington DC,1475 Massachusetts Ave NW,Washington,US,20005
172232,expedia,Washington Plaza,10 Thomas Circle NW,Washington,US,20005
176104,expedia,Capitol Skyline,10 'I' Street SW,Washington,US,20024
172592,expedia,St. Gregory Luxury Hotel And Suites,2033 M St Nw,Washington,US,20036
172290,expedia,"Topaz Hotel, a Kimpton Hotel",1733 N St NW,Washington,US,20036
180701,expedia,Sofitel Washington DC Lafayette Square,806 15th Street NW,Washington,US,20005
185788,expedia,Embassy Inn,1627 16th St Nw,Washington,US,20009
194845,expedia,Embassy Row Hotel,2015 Massachusetts Ave NW,Washington,US,20036
191575,expedia,Kellogg Conference Hotel at Gallaudet University,800 Florida Avenue NE,Washington,US,20002-3695
198997,expedia,"Residence Inn by Marriott Washington, DC/Dupont Circle",2120 P St NW,Washington,US,20037
207034,expedia,"The Ritz-Carlton, Georgetown","3100 South St, NW",Washington,US,20007
203623,expedia,"Hotel Monaco Washington DC, a Kimpton Hotel",700 F St Nw,Washington,US,20004
220404,expedia,District Hotel,1440 Rhode Island Ave Nw,Washington,US,20005
218002,expedia,Comfort Inn Convention Center/Downtown,1201 13th St Nw,Washington,US,20005
216802,expedia,Motel 6 Washington D.C.,6711 Georgia Ave Nw,Washington,US,20012
218907,expedia,"Mandarin Oriental, Washington D.C.",1330 Maryland Ave Sw,Washington,US,20024
221930,expedia,Georgetown University Hotel and Conference Center,3800 Reservoir Rd NW,Washington,US,20057
223656,expedia,Hampton Inn Washington-Downtown-Convention Center,901 6th St Nw,Washington,US,20001
223632,expedia,"Residence Inn Washington, DC /Capitol",333 E St Sw,Washington,US,20024
232357,expedia,Embassy Suites Washington Convention Center,900 10th St NW,Washington,US,20001
234183,expedia,AKA WHITE HOUSE,1710 H Street NW,Washington,US,20006
238596,expedia,Courtyard by Marriott Capitol Hill/Navy Yard,140 L St Se,Washington,US,20003
240093,expedia,"Hotel Palomar Washington DC, a Kimpton Hotel",2121 P St Nw,Washington,US,20037
263266,expedia,Fairfield Inn by Marriott Washington D.C.,2305 New York Ave Ne,Washington,US,20002
259385,expedia,OAKWOOD AT THE FLATS AT DUPONT,2000 N STREET NW,WASHINGTON,US,20036
259688,expedia,The River Inn,924 25th St NW,Washington,US,20037
263287,expedia,"Donovan House, a Kimpton Hotel",1155 14th St Nw,Washington,US,20005
309393,expedia,The Eldon Luxury Suites,933 L Street NW,Washington,US,20001
309926,expedia,"Courtyard Washington, DC/U.S. Capitol",1325 2nd Street NE,Washington,US,20002
339539,expedia,THE MANSION ON O STREET,2020 O Street NW,Washington,US,20036
358500,expedia,EXECUSTAY AT 425 MASS,425 Massachusetts Ave NW,Washington,US,20001
373136,expedia,Hilton Garden Inn Washington DC/US Capitol,1225 First St NE,Washington,US,20002
393541,expedia,WOODWARD BUILDING,733 15th Street NW,Washington,US,20005
394648,expedia,The Baron Hotel,1523 22nd Street NW,Washington,US,20037
390845,expedia,EXECUSTAY AT RESIDENCES ON THE,2221 I Steet NW,Washington,US,20037
393240,expedia,OAKWOOD LEXINGTON AT MARKET SQ,400 8th Street,WASHINGTON,US,20004
393540,expedia,BRIDGESTREET AT MERIDIAN,450 Massachusetts Avenue North,Washington,US,20001
424781,expedia,"Courtyard Washington, DC/Foggy Bottom",515 20th Street NW,Washington,US,20052
422469,expedia,Capella Washington DC Georgetown,1050 31st St Nw,Washington,US,20007
427529,expedia,"Hampton Inn Washington, D.C./White House",1729 H St Nw,Washington,US,20006
430460,expedia,The Concordia,1250 New Hampshire Ave. NW,Washington,US,20036
